raw_token,n_products,canonical,action,reason
beech,3,,DROP_RARE,"canonical group 'beech' has 3 in-population products (< 30, after merging)"
beer,3,,DROP_RARE,"canonical group 'beer' has 3 in-population products (< 30, after merging)"
beer/ale,3,,DROP_RARE,"canonical group 'beer/ale' has 3 in-population products (< 30, after merging)"
belanis,3,,DROP_RARE,"canonical group 'belanis' has 3 in-population products (< 30, after merging)"
blue poppy,3,,DROP_RARE,"canonical group 'blue poppy' has 3 in-population products (< 30, after merging)"
bougainvillea,3,,DROP_RARE,"canonical group 'bougainvillea' has 3 in-population products (< 30, after merging)"
bulgarian light tobacco,3,,DROP_RARE,"canonical group 'bulgarian light tobacco' has 3 in-population products (< 30, after merging)"
bulrush,3,,DROP_RARE,"canonical group 'bulrush' has 3 in-population products (< 30, after merging)"
burnt match,3,,DROP_RARE,"canonical group 'burnt match' has 3 in-population products (< 30, after merging)"
buttermilk,3,,DROP_RARE,"canonical group 'buttermilk' has 3 in-population products (< 30, after merging)"
cactus juice,3,cactus,MERGE,compound substring containment
calamansi,3,,DROP_RARE,"canonical group 'calamansi' has 3 in-population products (< 30, after merging)"
california cedar,3,,DROP_RARE,"canonical group 'california cedar' has 3 in-population products (< 30, after merging)"
calycanthus,3,,DROP_RARE,"canonical group 'calycanthus' has 3 in-population products (< 30, after merging)"
caper,3,,DROP_RARE,"canonical group 'caper' has 3 in-population products (< 30, after merging)"
cashalox,3,,DROP_RARE,"canonical group 'cashalox' has 3 in-population products (< 30, after merging)"
cheesecake,3,,DROP_RARE,"canonical group 'cheesecake' has 3 in-population products (< 30, after merging)"
cherimoya,3,,DROP_RARE,"canonical group 'cherimoya' has 3 in-population products (< 30, after merging)"
cherry syrup,3,,DROP_RARE,"canonical group 'cherry syrup' has 3 in-population products (< 30, after merging)"
cherry tree,3,cherry,MERGE,compound substring containment
chimonanthus or wintersweet,3,,DROP_RARE,"canonical group 'chimonanthus or wintersweet' has 3 in-population products (< 30, after merging)"
chinese litchi,3,,DROP_RARE,"canonical group 'chinese litchi' has 3 in-population products (< 30, after merging)"
chinese oud,3,,DROP_RARE,"canonical group 'chinese oud' has 3 in-population products (< 30, after merging)"
choya nakh,3,,DROP_RARE,"canonical group 'choya nakh' has 3 in-population products (< 30, after merging)"
choya ral,3,,DROP_RARE,"canonical group 'choya ral' has 3 in-population products (< 30, after merging)"
christmas tree or flame tree,3,,DROP_RARE,"canonical group 'christmas tree or flame tree' has 3 in-population products (< 30, after merging)"
chutney,3,,DROP_RARE,"canonical group 'chutney' has 3 in-population products (< 30, after merging)"
citruses with sugar,3,,DROP_RARE,"canonical group 'citruses with sugar' has 3 in-population products (< 30, after merging)"
cocaine,3,,DROP_RARE,"canonical group 'cocaine' has 3 in-population products (< 30, after merging)"
coffee co2,3,coffee,MERGE,compound substring containment
coffee tree,3,coffee,MERGE,compound substring containment
conifer,3,,DROP_RARE,"canonical group 'conifer' has 3 in-population products (< 30, after merging)"
corn silk,3,,DROP_RARE,"canonical group 'corn silk' has 3 in-population products (< 30, after merging)"
cosmos flower,3,,DROP_RARE,"canonical group 'cosmos flower' has 3 in-population products (< 30, after merging)"
creamy flowers,3,,DROP_RARE,"canonical group 'creamy flowers' has 3 in-population products (< 30, after merging)"
curacao,3,,DROP_RARE,"canonical group 'curacao' has 3 in-population products (< 30, after merging)"
daiquiri,3,,DROP_RARE,"canonical group 'daiquiri' has 3 in-population products (< 30, after merging)"
dark patchouli,3,,DROP_RARE,"canonical group 'dark patchouli' has 3 in-population products (< 30, after merging)"
diamond orchid,3,,DROP_RARE,"canonical group 'diamond orchid' has 3 in-population products (< 30, after merging)"
dianthus,3,,DROP_RARE,"canonical group 'dianthus' has 3 in-population products (< 30, after merging)"
durian,3,,DROP_RARE,"canonical group 'durian' has 3 in-population products (< 30, after merging)"
fig milk,3,,DROP_RARE,"canonical group 'fig milk' has 3 in-population products (< 30, after merging)"
fig wood bark,3,,DROP_RARE,"canonical group 'fig wood bark' has 3 in-population products (< 30, after merging)"
fresh cream,3,,DROP_RARE,"canonical group 'fresh cream' has 3 in-population products (< 30, after merging)"
frosting [glacé],3,,DROP_RARE,"canonical group 'frosting [glacé]' has 5 in-population products (< 30, after merging)"
grape seed,3,,DROP_RARE,"canonical group 'grape seed' has 3 in-population products (< 30, after merging)"
graphite,3,,DROP_RARE,"canonical group 'graphite' has 3 in-population products (< 30, after merging)"
green coriander,3,,DROP_RARE,"canonical group 'green coriander' has 3 in-population products (< 30, after merging)"
green sap,3,,DROP_RARE,"canonical group 'green sap' has 3 in-population products (< 30, after merging)"
green tea flower,3,green tea,MERGE,compound substring containment
greengage,3,,DROP_RARE,"canonical group 'greengage' has 3 in-population products (< 30, after merging)"
hivernal®,3,,DROP_RARE,"canonical group 'hivernal®' has 3 in-population products (< 30, after merging)"
indian mandarin,3,,DROP_RARE,"canonical group 'indian mandarin' has 3 in-population products (< 30, after merging)"
indian mimosa,3,,DROP_RARE,"canonical group 'indian mimosa' has 3 in-population products (< 30, after merging)"
indian pepper,3,,DROP_RARE,"canonical group 'indian pepper' has 3 in-population products (< 30, after merging)"
indian woods,3,,DROP_RARE,"canonical group 'indian woods' has 3 in-population products (< 30, after merging)"
island musk,3,,DROP_RARE,"canonical group 'island musk' has 3 in-population products (< 30, after merging)"
jade flower,3,,DROP_RARE,"canonical group 'jade flower' has 3 in-population products (< 30, after merging)"
japanese cypress,3,,DROP_RARE,"canonical group 'japanese cypress' has 3 in-population products (< 30, after merging)"
japanese green tea,3,,DROP_RARE,"canonical group 'japanese green tea' has 3 in-population products (< 30, after merging)"
japanese pepper,3,,DROP_RARE,"canonical group 'japanese pepper' has 3 in-population products (< 30, after merging)"
jonquille,3,,DROP_RARE,"canonical group 'jonquille' has 3 in-population products (< 30, after merging)"
kir royal,3,,DROP_RARE,"canonical group 'kir royal' has 3 in-population products (< 30, after merging)"
kulfi,3,,DROP_RARE,"canonical group 'kulfi' has 3 in-population products (< 30, after merging)"
lemon leaf oil,3,lemon,MERGE,transitive merge via shared group
lemon soda,3,lemon,MERGE,compound substring containment
lip gloss,3,,DROP_RARE,"canonical group 'lip gloss' has 3 in-population products (< 30, after merging)"
lovage root,3,,DROP_RARE,"canonical group 'lovage root' has 3 in-population products (< 30, after merging)"
macchiato,3,,DROP_RARE,"canonical group 'macchiato' has 3 in-population products (< 30, after merging)"
madeleine,3,,DROP_RARE,"canonical group 'madeleine' has 3 in-population products (< 30, after merging)"
margarita,3,,DROP_RARE,"canonical group 'margarita' has 3 in-population products (< 30, after merging)"
marian plum,3,,DROP_RARE,"canonical group 'marian plum' has 3 in-population products (< 30, after merging)"
mascarpone cheese,3,,DROP_RARE,"canonical group 'mascarpone cheese' has 3 in-population products (< 30, after merging)"
melissa flower,3,,DROP_RARE,"canonical group 'melissa flower' has 3 in-population products (< 30, after merging)"
mimosa petals,3,,DROP_RARE,"canonical group 'mimosa petals' has 3 in-population products (< 30, after merging)"
mirabella plum,3,,DROP_RARE,"canonical group 'mirabelle plum' has 17 in-population products (< 30, after merging)"
moon flower,3,,DROP_RARE,"canonical group 'moon flower' has 3 in-population products (< 30, after merging)"
moroccan lemon,3,,DROP_RARE,"canonical group 'moroccan lemon' has 3 in-population products (< 30, after merging)"
moroccan mimosa,3,,DROP_RARE,"canonical group 'moroccan mimosa' has 3 in-population products (< 30, after merging)"
mud,3,,DROP_RARE,"canonical group 'mud' has 3 in-population products (< 30, after merging)"
muscone,3,,DROP_RARE,"canonical group 'muscone' has 3 in-population products (< 30, after merging)"
nard,3,,DROP_RARE,"canonical group 'nard' has 3 in-population products (< 30, after merging)"
oak leaves,3,,DROP_RARE,"canonical group 'oak leaves' has 3 in-population products (< 30, after merging)"
oatmilk,3,,DROP_RARE,"canonical group 'oatmilk' has 3 in-population products (< 30, after merging)"
old books,3,,DROP_RARE,"canonical group 'old books' has 3 in-population products (< 30, after merging)"
orange honey,3,,DROP_RARE,"canonical group 'orange honey' has 3 in-population products (< 30, after merging)"
palm sugar,3,,DROP_RARE,"canonical group 'palm sugar' has 3 in-population products (< 30, after merging)"
panettone,3,,DROP_RARE,"canonical group 'panettone' has 3 in-population products (< 30, after merging)"
pearls,3,,DROP_RARE,"canonical group 'pearls' has 3 in-population products (< 30, after merging)"
pennyroyal,3,,DROP_RARE,"canonical group 'pennyroyal' has 3 in-population products (< 30, after merging)"
periwinkle,3,,DROP_RARE,"canonical group 'periwinkle' has 3 in-population products (< 30, after merging)"
pink hyacinth,3,,DROP_RARE,"canonical group 'pink hyacinth' has 3 in-population products (< 30, after merging)"
pisco sour cocktal,3,,DROP_RARE,"canonical group 'pisco sour cocktal' has 3 in-population products (< 30, after merging)"
pistachio leaf,3,pistachio,MERGE,compound substring containment
pistachio spread cream,3,,DROP_RARE,"canonical group 'pistachio spread cream' has 3 in-population products (< 30, after merging)"
poison,3,,DROP_RARE,"canonical group 'poison' has 3 in-population products (< 30, after merging)"
polygonum,3,,DROP_RARE,"canonical group 'polygonum' has 3 in-population products (< 30, after merging)"
pomegranate seed,3,pomegranate,MERGE,compound substring containment
powdered sugar,3,,DROP_RARE,"canonical group 'powdered sugar' has 3 in-population products (< 30, after merging)"
princess tree or paulownia,3,,DROP_RARE,"canonical group 'princess tree or paulownia' has 3 in-population products (< 30, after merging)"
privet,3,,DROP_RARE,"canonical group 'privet' has 3 in-population products (< 30, after merging)"
rosa rubiginosa,3,,DROP_RARE,"canonical group 'rosa rubiginosa' has 3 in-population products (< 30, after merging)"
royal lily,3,,DROP_RARE,"canonical group 'royal lily' has 3 in-population products (< 30, after merging)"
safflower,3,,DROP_RARE,"canonical group 'safflower' has 3 in-population products (< 30, after merging)"
salicylic acid,3,,DROP_RARE,"canonical group 'salicylic acid' has 3 in-population products (< 30, after merging)"
scent trek®,3,,DROP_RARE,"canonical group 'scent trek®' has 3 in-population products (< 30, after merging)"
serenolide,3,,DROP_RARE,"canonical group 'serenolide' has 3 in-population products (< 30, after merging)"
siam resin,3,,DROP_RARE,"canonical group 'siam resin' has 3 in-population products (< 30, after merging)"
sicilian bitter orange,3,,DROP_RARE,"canonical group 'sicilian bitter orange' has 3 in-population products (< 30, after merging)"
silk vine or milk broom,3,,DROP_RARE,"canonical group 'silk vine or milk broom' has 3 in-population products (< 30, after merging)"
snowberry,3,,DROP_RARE,"canonical group 'snowberry' has 3 in-population products (< 30, after merging)"
sour cherry blossom,3,sour cherry,MERGE,compound substring containment
squishmallow accord,3,,DROP_RARE,"canonical group 'squishmallow accord' has 3 in-population products (< 30, after merging)"
st. john's wort,3,,DROP_RARE,"canonical group 'st. john's wort' has 3 in-population products (< 30, after merging)"
sumac,3,,DROP_RARE,"canonical group 'sumac' has 3 in-population products (< 30, after merging)"
tayberry,3,,DROP_RARE,"canonical group 'tayberry' has 3 in-population products (< 30, after merging)"
tea tree oil,3,,DROP_RARE,"canonical group 'tea tree oil' has 3 in-population products (< 30, after merging)"
tennis ball,3,,DROP_RARE,"canonical group 'tennis ball' has 3 in-population products (< 30, after merging)"
tulsi,3,,DROP_RARE,"canonical group 'tulsi' has 3 in-population products (< 30, after merging)"
tuscan cypress,3,,DROP_RARE,"canonical group 'tuscan cypress' has 3 in-population products (< 30, after merging)"
vanilla bahiana,3,,DROP_RARE,"canonical group 'vanilla bahiana' has 3 in-population products (< 30, after merging)"
velvione™,3,,DROP_RARE,"canonical group 'velvione™' has 3 in-population products (< 30, after merging)"
water pepper,3,,DROP_RARE,"canonical group 'water pepper' has 3 in-population products (< 30, after merging)"
white camelia,3,,DROP_RARE,"canonical group 'white camelia' has 3 in-population products (< 30, after merging)"
white cherry,3,,DROP_RARE,"canonical group 'white cherry' has 3 in-population products (< 30, after merging)"
white mimosa,3,,DROP_RARE,"canonical group 'white mimosa' has 3 in-population products (< 30, after merging)"
white tabacco,3,white tobacco,MERGE,fuzzy similarity 0.92
white willow,3,,DROP_RARE,"canonical group 'white willow' has 3 in-population products (< 30, after merging)"
wild orange,3,,DROP_RARE,"canonical group 'wild orange' has 3 in-population products (< 30, after merging)"
wild peony,3,,DROP_RARE,"canonical group 'wild peony' has 3 in-population products (< 30, after merging)"
wild strawberry leaf,3,wild strawberry,MERGE,compound substring containment
yellow rose,3,,DROP_RARE,"canonical group 'yellow rose' has 3 in-population products (< 30, after merging)"
